trial,run,block,condition,judgement,context,word1,word2,correct_resp,instr_start
1,18,1,fixation,fixation,fixation,fixation,fixation,0,1
2,18,1,phonological,rhyming,cvc_metronome,vlick,mlick,3,1
3,18,1,phonological,rhyming,cvc_metronome,twirt,slirt,3,0
4,18,1,phonological,rhyming,cvc_metronome,shool,raive,4,0
5,18,1,phonological,rhyming,cvc_metronome,krite,faite,3,0
6,18,2,fixation,fixation,fixation,fixation,fixation,0,1
7,18,2,false_font,identity,control,trump,frump,4,1
8,18,2,false_font,identity,control,chot,chot,3,0
9,18,2,false_font,identity,control,chack,qhack,4,0
10,18,2,false_font,identity,control,chig,chig,3,0
11,18,3,fixation,fixation,fixation,fixation,fixation,0,1
12,18,3,orthographic,identity,cvc_metronome,heel,heel,3,1
13,18,3,orthographic,identity,cvc_metronome,brook,taker,4,0
14,18,3,orthographic,identity,cvc_metronome,brown,trace,4,0
15,18,3,orthographic,identity,cvc_metronome,vases,soon,4,0
16,18,4,fixation,fixation,fixation,fixation,fixation,0,1
17,18,4,phonological,rhyming,cvc_only,lasme,fover,4,1
18,18,4,phonological,rhyming,cvc_only,gelle,nelle,3,0
19,18,4,phonological,rhyming,cvc_only,loct,tiry,4,0
20,18,4,phonological,rhyming,cvc_only,hoal,noast,4,0
21,18,5,fixation,fixation,fixation,fixation,fixation,0,1
22,18,5,orthographic,identity,cvc_only,stoke,sigh,4,1
23,18,5,orthographic,identity,cvc_only,motel,scans,4,0
24,18,5,orthographic,identity,cvc_only,sift,sift,3,0
25,18,5,orthographic,identity,cvc_only,lobby,lobby,3,0
26,18,6,fixation,fixation,fixation,fixation,fixation,0,1
27,18,6,false_font,identity,control,flake,flake,3,1
28,18,6,false_font,identity,control,mant,gant,4,0
29,18,6,false_font,identity,control,shaky,shaky,3,0
30,18,6,false_font,identity,control,shid,shid,3,0
31,18,7,fixation,fixation,fixation,fixation,fixation,0,1
32,18,7,phonological,rhyming,metronome_only,scose,brost,4,1
33,18,7,phonological,rhyming,metronome_only,vour,gour,3,0
34,18,7,phonological,rhyming,metronome_only,freet,nort,4,0
35,18,7,phonological,rhyming,metronome_only,hakel,nakel,3,0
36,18,8,fixation,fixation,fixation,fixation,fixation,0,1
37,18,8,orthographic,identity,metronome_only,fact,fact,3,1
38,18,8,orthographic,identity,metronome_only,airy,slur,4,0
39,18,8,orthographic,identity,metronome_only,coal,coal,3,0
40,18,8,orthographic,identity,metronome_only,gifts,gifts,3,0
