trial,run,block,condition,judgement,context,word1,word2,correct_resp,instr_start
1,2,1,fixation,fixation,fixation,fixation,fixation,0,1
2,2,1,phonological,rhyming,metronome_only,chale,khale,3,1
3,2,1,phonological,rhyming,metronome_only,dess,trag,4,0
4,2,1,phonological,rhyming,metronome_only,shief,coet,4,0
5,2,1,phonological,rhyming,metronome_only,nitz,vitz,3,0
6,2,2,fixation,fixation,fixation,fixation,fixation,0,1
7,2,2,orthographic,identity,cvc_only,clue,clue,3,1
8,2,2,orthographic,identity,cvc_only,kegs,kegs,3,0
9,2,2,orthographic,identity,cvc_only,toxic,much,4,0
10,2,2,orthographic,identity,cvc_only,surf,cube,4,0
11,2,3,fixation,fixation,fixation,fixation,fixation,0,1
12,2,3,orthographic,identity,cvc_metronome,what,sleet,4,1
13,2,3,orthographic,identity,cvc_metronome,wheat,wheat,3,0
14,2,3,orthographic,identity,cvc_metronome,crank,brats,4,0
15,2,3,orthographic,identity,cvc_metronome,numb,numb,3,0
16,2,4,fixation,fixation,fixation,fixation,fixation,0,1
17,2,4,false_font,identity,control,brith,srith,4,1
18,2,4,false_font,identity,control,yoat,foat,4,0
19,2,4,false_font,identity,control,slour,slour,3,0
20,2,4,false_font,identity,control,clease,clease,3,0
21,2,5,fixation,fixation,fixation,fixation,fixation,0,1
22,2,5,phonological,rhyming,cvc_only,zosh,alid,4,1
23,2,5,phonological,rhyming,cvc_only,blont,flont,3,0
24,2,5,phonological,rhyming,cvc_only,liren,kiren,3,0
25,2,5,phonological,rhyming,cvc_only,ragi,ginus,4,0
26,2,6,fixation,fixation,fixation,fixation,fixation,0,1
27,2,6,orthographic,identity,metronome_only,guilt,brow,4,1
28,2,6,orthographic,identity,metronome_only,grab,grab,3,0
29,2,6,orthographic,identity,metronome_only,score,vices,4,0
30,2,6,orthographic,identity,metronome_only,turf,turf,3,0
31,2,7,fixation,fixation,fixation,fixation,fixation,0,1
32,2,7,phonological,rhyming,cvc_metronome,mefs,zefs,3,1
33,2,7,phonological,rhyming,cvc_metronome,kime,zime,3,0
34,2,7,phonological,rhyming,cvc_metronome,earks,sirth,4,0
35,2,7,phonological,rhyming,cvc_metronome,hama,flass,4,0
36,2,8,fixation,fixation,fixation,fixation,fixation,0,1
37,2,8,false_font,identity,control,spith,spith,3,1
38,2,8,false_font,identity,control,zoat,poat,4,0
39,2,8,false_font,identity,control,vour,kour,4,0
40,2,8,false_font,identity,control,prease,prease,3,0
