trial,run,block,condition,judgement,context,word1,word2,correct_resp,instr_start
1,18,1,fixation,fixation,fixation,fixation,fixation,0,1
2,18,1,phonological,rhyming,cvc_only,sman,menk,4,1
3,18,1,phonological,rhyming,cvc_only,gools,mools,3,0
4,18,1,phonological,rhyming,cvc_only,nover,yover,3,0
5,18,1,phonological,rhyming,cvc_only,anif,flark,4,0
6,18,2,fixation,fixation,fixation,fixation,fixation,0,1
7,18,2,false_font,identity,control,duns,duns,3,1
8,18,2,false_font,identity,control,liden,fiden,4,0
9,18,2,false_font,identity,control,gord,hord,4,0
10,18,2,false_font,identity,control,plame,plame,3,0
11,18,3,fixation,fixation,fixation,fixation,fixation,0,1
12,18,3,phonological,rhyming,metronome_only,hasf,lirs,4,1
13,18,3,phonological,rhyming,metronome_only,lult,balg,4,0
14,18,3,phonological,rhyming,metronome_only,lasks,yasks,3,0
15,18,3,phonological,rhyming,metronome_only,twirt,stirt,3,0
16,18,4,fixation,fixation,fixation,fixation,fixation,0,1
17,18,4,orthographic,identity,metronome_only,laser,vein,4,1
18,18,4,orthographic,identity,metronome_only,haul,haul,3,0
19,18,4,orthographic,identity,metronome_only,booth,egos,4,0
20,18,4,orthographic,identity,metronome_only,sexes,sexes,3,0
21,18,5,fixation,fixation,fixation,fixation,fixation,0,1
22,18,5,orthographic,identity,cvc_metronome,felt,felt,3,1
23,18,5,orthographic,identity,cvc_metronome,curbs,sewer,4,0
24,18,5,orthographic,identity,cvc_metronome,huge,huge,3,0
25,18,5,orthographic,identity,cvc_metronome,start,grant,4,0
26,18,6,fixation,fixation,fixation,fixation,fixation,0,1
27,18,6,false_font,identity,control,lobby,tobby,4,1
28,18,6,false_font,identity,control,beef,beef,3,0
29,18,6,false_font,identity,control,sigh,qigh,4,0
30,18,6,false_font,identity,control,blaze,blaze,3,0
31,18,7,fixation,fixation,fixation,fixation,fixation,0,1
32,18,7,orthographic,identity,cvc_only,cram,cram,3,1
33,18,7,orthographic,identity,cvc_only,whine,whine,3,0
34,18,7,orthographic,identity,cvc_only,tally,teak,4,0
35,18,7,orthographic,identity,cvc_only,watch,sinus,4,0
36,18,8,fixation,fixation,fixation,fixation,fixation,0,1
37,18,8,phonological,rhyming,cvc_metronome,twirt,stirt,3,1
38,18,8,phonological,rhyming,cvc_metronome,ealt,moath,4,0
39,18,8,phonological,rhyming,cvc_metronome,blits,smam,4,0
40,18,8,phonological,rhyming,cvc_metronome,lasks,yasks,3,0
