trial,run,block,condition,judgement,context,word1,word2,correct_resp,instr_start
1,11,1,fixation,fixation,fixation,fixation,fixation,0,1
2,11,1,false_font,identity,control,lumpy,lumpy,3,1
3,11,1,false_font,identity,control,soap,soap,3,0
4,11,1,false_font,identity,control,plump,xlump,4,0
5,11,1,false_font,identity,control,duct,nuct,4,0
6,11,2,fixation,fixation,fixation,fixation,fixation,0,1
7,11,2,orthographic,identity,metronome_only,milky,tongs,4,1
8,11,2,orthographic,identity,metronome_only,firm,firm,3,0
9,11,2,orthographic,identity,metronome_only,smog,smog,3,0
10,11,2,orthographic,identity,metronome_only,oust,reef,4,0
11,11,3,fixation,fixation,fixation,fixation,fixation,0,1
12,11,3,phonological,rhyming,cvc_only,chait,nisa,4,1
13,11,3,phonological,rhyming,cvc_only,voar,koar,3,0
14,11,3,phonological,rhyming,cvc_only,horks,vangs,4,0
15,11,3,phonological,rhyming,cvc_only,slake,trake,3,0
16,11,4,fixation,fixation,fixation,fixation,fixation,0,1
17,11,4,orthographic,identity,cvc_only,sighs,sighs,3,1
18,11,4,orthographic,identity,cvc_only,kite,body,4,0
19,11,4,orthographic,identity,cvc_only,creak,creak,3,0
20,11,4,orthographic,identity,cvc_only,buses,waste,4,0
21,11,5,fixation,fixation,fixation,fixation,fixation,0,1
22,11,5,phonological,rhyming,cvc_metronome,beon,zeon,3,1
23,11,5,phonological,rhyming,cvc_metronome,clim,acket,4,0
24,11,5,phonological,rhyming,cvc_metronome,florb,rort,4,0
25,11,5,phonological,rhyming,cvc_metronome,horty,morty,3,0
26,11,6,fixation,fixation,fixation,fixation,fixation,0,1
27,11,6,phonological,rhyming,metronome_only,wost,turl,4,1
28,11,6,phonological,rhyming,metronome_only,slout,anks,4,0
29,11,6,phonological,rhyming,metronome_only,gutch,kutch,3,0
30,11,6,phonological,rhyming,metronome_only,clar,frar,3,0
31,11,7,fixation,fixation,fixation,fixation,fixation,0,1
32,11,7,false_font,identity,control,knots,knots,3,1
33,11,7,false_font,identity,control,drunk,prunk,4,0
34,11,7,false_font,identity,control,hurry,hurry,3,0
35,11,7,false_font,identity,control,cube,rube,4,0
36,11,8,fixation,fixation,fixation,fixation,fixation,0,1
37,11,8,orthographic,identity,cvc_metronome,crane,crane,3,1
38,11,8,orthographic,identity,cvc_metronome,hawk,hawk,3,0
39,11,8,orthographic,identity,cvc_metronome,sweet,wish,4,0
40,11,8,orthographic,identity,cvc_metronome,char,wart,4,0
